Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Los Angeles Rams,DST,10,LAR,IND,4,3,7,4,1,0,1,1,8,29.00,2013
2,Jacksonville Jaguars,DST,10,JAX,TEN,2,1,2,1,3,1,1,0,27,17.00,2013
3,New York Giants,DST,10,NYG,OAK,5,4,4,1,1,0,0,1,20,17.00,2013
4,Oakland Raiders,DST,10,OAK,NYG,7,3,5,1,2,0,1,0,24,15.00,2013
5,Carolina Panthers,DST,10,CAR,SF,9,6,7,1,1,0,0,0,9,14.00,2013
6,Arizona Cardinals,DST,10,ARI,HOU,5,3,10,0,1,0,1,0,24,13.00,2013
7,Baltimore Ravens,DST,10,BAL,CIN,9,5,9,3,0,0,0,0,17,12.00,2013
8,Cincinnati Bengals,DST,10,CIN,BAL,5,5,6,2,1,0,0,0,20,12.00,2013
9,San Francisco 49ers,DST,10,SF,CAR,8,3,6,1,1,0,0,0,10,11.00,2013
10,Philadelphia Eagles,DST,10,PHI,GB,4,1,1,2,0,0,0,0,13,9.00,2013
11,Pittsburgh Steelers,DST,10,PIT,BUF,5,3,3,1,0,0,0,0,10,9.00,2013
12,Seattle Seahawks,DST,10,SEA,ATL,3,2,4,0,1,0,0,0,10,8.00,2013
13,Green Bay Packers,DST,10,GB,PHI,6,3,2,0,2,0,0,0,27,7.00,2013
14,Houston Texans,DST,10,HOU,ARI,1,1,8,1,2,0,0,0,27,7.00,2013
15,Tampa Bay Buccaneers,DST,10,TB,MIA,9,2,8,1,0,1,0,0,19,7.00,2013
16,Tennessee Titans,DST,10,TEN,JAX,7,3,6,2,0,0,0,0,29,7.00,2013
17,Buffalo Bills,DST,10,BUF,PIT,9,4,3,1,0,0,0,0,23,6.00,2013
18,Denver Broncos,DST,10,DEN,LAC,7,4,5,0,0,0,0,0,20,5.00,2013
19,Detroit Lions,DST,10,DET,CHI,5,2,11,1,0,0,0,0,19,5.00,2013
20,Miami Dolphins,DST,10,MIA,TB,7,2,3,1,0,0,0,0,22,5.00,2013
21,Minnesota Vikings,DST,10,MIN,WAS,3,4,8,0,0,0,0,0,27,4.00,2013
22,New Orleans Saints,DST,10,NO,DAL,6,3,4,0,0,0,0,0,17,4.00,2013
23,Indianapolis Colts,DST,10,IND,LAR,6,2,2,0,1,0,0,0,38,3.00,2013
24,Los Angeles Chargers,DST,10,LAC,DEN,2,2,4,0,1,0,0,0,28,3.00,2013
25,Chicago Bears,DST,10,CHI,DET,3,0,0,1,0,0,0,0,21,2.00,2013
26,Washington Redskins,DST,10,WAS,MIN,5,1,3,1,0,0,0,0,34,2.00,2013
27,Atlanta Falcons,DST,10,ATL,SEA,5,1,3,0,0,0,0,0,33,0.00,2013
28,Dallas Cowboys,DST,10,DAL,NO,4,1,3,0,1,0,0,0,49,-1.00,2013
