,Player,Position,Team,Opponent,Points,PlayerID
0,John Skelton,QB,ARI,PHI,27.1,00-0027754
1,Matt Ryan,QB,ATL,NO,24.94,00-0026143
2,Mark Sanchez,QB,NYJ,NE,24.34,00-0026898
3,Drew Brees,QB,NO,ATL,23.88,00-0020531
4,Tony Romo,QB,DAL,BUF,22.8,00-0021678
5,Eli Manning,QB,NYG,SF,21.84,00-0022803
6,Matt Schaub,QB,HOU,TB,17.78,00-0022787
7,Philip Rivers,QB,LAC,OAK,17.36,00-0022942
8,Carson Palmer,QB,OAK,LAC,17.16,00-0021429
9,Tim Tebow,QB,DEN,KC,17.06,00-0027876
10,Matthew Stafford,QB,DET,CHI,16.26,00-0026498
11,Alex Smith,QB,SF,NYG,15.38,00-0023436
12,Joe Flacco,QB,BAL,SEA,14.0,00-0026158
13,Matt Hasselbeck,QB,TEN,CAR,13.86,00-0007091
14,Cam Newton,QB,CAR,TEN,12.98,00-0027939
15,Andy Dalton,QB,CIN,PIT,12.8,00-0027973
16,Ben Roethlisberger,QB,PIT,CIN,12.6,00-0022924
17,Michael Vick,QB,PHI,ARI,11.02,
18,Josh Freeman,QB,TB,HOU,10.3,00-0026993
19,Sam Bradford,QB,LA,CLE,9.5,00-0027854
20,Matt Cassel,QB,KC,DEN,9.32,00-0023662
21,Colt McCoy,QB,CLE,LAR,9.12,00-0027688
22,Tarvaris Jackson,QB,SEA,BAL,8.98,00-0024279
23,Ryan Fitzpatrick,QB,BUF,DAL,8.84,00-0023682
24,Blaine Gabbert,QB,JAX,IND,8.52,00-0027948
25,Christian Ponder,QB,MIN,GB,8.3,00-0027950
26,Matt Moore,QB,MIA,WAS,7.76,00-0025708
27,Matt Flynn,QB,GB,MIN,7.52,00-0026349
28,Rex Grossman,QB,WAS,MIA,6.6,00-0022121
29,Jay Cutler,QB,CHI,DET,5.72,00-0024226
30,Seneca Wallace,QB,CLE,LAR,3.1,00-0022055
31,Tyler Palko,QB,KC,DEN,2.68,00-0024812
32,Joe Webb,QB,MIN,GB,2.5,00-0027796
33,Dan Orlovsky,QB,IND,JAX,1.68,00-0023578
34,Curtis Painter,QB,IND,JAX,1.66,00-0027134
35,Vince Young,QB,PHI,ARI,0.0,00-0024218
36,Chase Daniel,QB,NO,ATL,0.0,00-0026544
37,Mark Brunell,QB,NYJ,NE,0.0,00-0002110
38,AJ Feeley,QB,LA,CLE,0.0,
39,Caleb Hanie,QB,CHI,DET,0.0,00-0025970
