Player,Position,Team,Opponent,Points
John Skelton,QB,ARI,PHI,27.10
Matt Ryan,QB,ATL,NO,24.94
Mark Sanchez,QB,NYJ,NE,24.34
Drew Brees,QB,NO,ATL,23.88
Tony Romo,QB,DAL,BUF,22.80
Eli Manning,QB,NYG,SF,21.84
Matt Schaub,QB,HOU,TB,17.78
Philip Rivers,QB,LAC,OAK,17.36
Carson Palmer,QB,OAK,LAC,17.16
Tim Tebow,QB,DEN,KC,17.06
Matthew Stafford,QB,DET,CHI,16.26
Alex Smith,QB,SF,NYG,15.38
Joe Flacco,QB,BAL,SEA,14.00
Matt Hasselbeck,QB,TEN,CAR,13.86
Cam Newton,QB,CAR,TEN,12.98
Andy Dalton,QB,CIN,PIT,12.80
Ben Roethlisberger,QB,PIT,CIN,12.60
Michael Vick,QB,PHI,ARI,11.02
Josh Freeman,QB,TB,HOU,10.30
Sam Bradford,QB,LAR,CLE,9.50
Matt Cassel,QB,KC,DEN,9.32
Colt McCoy,QB,CLE,LAR,9.12
Tarvaris Jackson,QB,SEA,BAL,8.98
Ryan Fitzpatrick,QB,BUF,DAL,8.84
Blaine Gabbert,QB,JAX,IND,8.52
Christian Ponder,QB,MIN,GB,8.30
Matt Moore,QB,MIA,WAS,7.76
Matt Flynn,QB,GB,MIN,7.52
Rex Grossman,QB,WAS,MIA,6.60
Jay Cutler,QB,CHI,DET,5.72
Seneca Wallace,QB,CLE,LAR,3.10
Tyler Palko,QB,KC,DEN,2.68
Joe Webb,QB,MIN,GB,2.50
Dan Orlovsky,QB,IND,JAX,1.68
Curtis Painter,QB,IND,JAX,1.66
Vince Young,QB,PHI,ARI,0.00
Chase Daniel,QB,NO,ATL,0.00
Mark Brunell,QB,NYJ,NE,0.00
AJ Feeley,QB,LAR,CLE,0.00
Caleb Hanie,QB,CHI,DET,0.00
Jon Kitna,QB,DAL,BUF,-0.10
Matt Leinart,QB,HOU,TB,-0.10
Josh Johnson,QB,TB,HOU,-1.00
Damian Williams,WR,TEN,CAR,24.70
Harry Douglas,WR,ATL,NO,24.60
Jordy Nelson,WR,GB,MIN,23.30
Laurent Robinson,WR,DAL,BUF,22.30
Marques Colston,WR,NO,ATL,22.30
Leonard Hankerson,WR,WAS,MIA,21.60
Vincent Brown,WR,LAC,OAK,20.70
Mario Manningham,WR,NYG,SF,19.70
Dez Bryant,WR,DAL,BUF,19.40
Jacoby Jones,WR,HOU,TB,16.90
Deion Branch,WR,NE,NYJ,16.80
Brandon Marshall,WR,MIA,WAS,16.80
Nate Burleson,WR,DET,CHI,16.30
Legedu Naanee,WR,CAR,TEN,15.50
Greg Little,WR,CLE,LAR,15.40
Santonio Holmes,WR,NYJ,NE,15.30
Robert Meachem,WR,NO,ATL,14.90
Brandon Lloyd,WR,LAR,CLE,14.80
Mike Wallace,WR,PIT,CIN,14.50
Victor Cruz,WR,NYG,SF,14.40
Titus Young,WR,DET,CHI,14.40
Earl Bennett,WR,CHI,DET,14.10
Calvin Johnson,WR,DET,CHI,14.10
Antonio Brown,WR,PIT,CIN,13.60
David Nelson,WR,BUF,DAL,13.10
Percy Harvin,WR,MIN,GB,13.00
Plaxico Burress,WR,NYJ,NE,12.90
Eric Decker,WR,DEN,KC,12.60
Greg Jennings,WR,GB,MIN,12.20
Hakeem Nicks,WR,NYG,SF,12.10
Jeremy Kerley,WR,NYJ,NE,11.90
Randall Cobb,WR,GB,MIN,11.60
AJ Green,WR,CIN,PIT,11.30
Donald Jones,WR,BUF,DAL,11.10
Jarett Dillard,WR,JAX,IND,11.00
Andrew Hawkins,WR,CIN,PIT,11.00
Jerricho Cotchery,WR,PIT,CIN,10.90
Andre Roberts,WR,ARI,PHI,10.70
Wes Welker,WR,NE,NYJ,10.60
Early Doucet,WR,ARI,PHI,10.40
Roddy White,WR,ATL,NO,10.20
Preston Parker,WR,TB,HOU,9.70
Steve Smith,WR,PHI,ARI,9.70
Chad Johnson,WR,NE,NYJ,8.50
Steve Smith,WR,CAR,TEN,8.30
Michael Jenkins,WR,MIN,GB,7.90
Pierre Garcon,WR,IND,JAX,7.80
Braylon Edwards,WR,SF,NYG,7.70
Jimmy Graham,TE,NO,ATL,21.20
Tony Gonzalez,TE,ATL,NO,19.10
Jacob Tamme,TE,IND,JAX,13.50
Vernon Davis,TE,SF,NYG,13.00
Delanie Walker,TE,SF,NYG,12.90
Tony Scheffler,TE,DET,CHI,12.70
Jermaine Gresham,TE,CIN,PIT,12.30
Antonio Gates,TE,LAC,OAK,10.40
Jermichael Finley,TE,GB,MIN,9.70
Brent Celek,TE,PHI,ARI,9.30
Anthony Fasano,TE,MIA,WAS,9.00
Dennis Pitta,TE,BAL,SEA,8.90
Brandon Pettigrew,TE,DET,CHI,8.80
Jason Witten,TE,DAL,BUF,8.70
Aaron Hernandez,TE,NE,NYJ,8.10
Greg Olsen,TE,CAR,TEN,7.50
Kyle Rudolph,TE,MIN,GB,6.70
Jeff King,TE,ARI,PHI,6.60
Jake Ballard,TE,NYG,SF,6.50
Scott Chandler,TE,BUF,DAL,6.40
Kellen Winslow,TE,TB,HOU,6.30
Heath Miller,TE,PIT,CIN,6.10
Owen Daniels,TE,HOU,TB,6.10
Benjamin Watson,TE,CLE,LAR,6.00
Fred Davis,TE,WAS,MIA,5.80
Dustin Keller,TE,NYJ,NE,5.70
Zach Miller,TE,SEA,BAL,5.40
Kevin Boss,TE,OAK,LAC,5.20
Leonard Pope,TE,KC,DEN,4.80
Visanthe Shiancoe,TE,MIN,GB,4.30
Bear Pascoe,TE,NYG,SF,4.30
Michael Hoomanawanui,TE,LAR,CLE,4.10
Colin Cochart,TE,CIN,PIT,3.50
Alex Smith,TE,CLE,LAR,3.50
Anthony McCoy,TE,SEA,BAL,3.50
Billy Bajema,TE,LAR,CLE,3.20
Brandon Myers,TE,OAK,LAC,3.10
Jeremy Shockey,TE,CAR,TEN,2.90
Jared Cook,TE,TEN,CAR,2.80
Logan Paulsen,TE,WAS,MIA,2.60
David Thomas,TE,NO,ATL,2.40
Weslye Saunders,TE,PIT,CIN,2.10
Martellus Bennett,TE,DAL,BUF,1.80
Andrew Quarless,TE,GB,MIN,1.80
David Johnson,TE,PIT,CIN,1.60
Charles Clay,TE,MIA,WAS,1.40
Zach Potter,TE,JAX,IND,1.40
Marcedes Lewis,TE,JAX,IND,0.60
DeMarco Murray,RB,DAL,BUF,32.10
Marshawn Lynch,RB,SEA,BAL,30.70
Chris Johnson,RB,TEN,CAR,30.40
Maurice Jones-Drew,RB,JAX,IND,25.70
Reggie Bush,RB,MIA,WAS,21.10
Ray Rice,RB,BAL,SEA,20.14
Steven Jackson,RB,LAR,CLE,20.10
Rashard Mendenhall,RB,PIT,CIN,20.00
LeSean McCoy,RB,PHI,ARI,18.30
Fred Jackson,RB,BUF,DAL,17.50
Dexter McCluster,RB,KC,DEN,15.30
Matt Forte,RB,CHI,DET,13.70
Chris Ogbonnaya,RB,CLE,LAR,12.90
Ben Tate,RB,HOU,TB,12.30
Mike Tolbert,FB,LAC,OAK,12.30
DJ Ware,RB,NYG,SF,11.80
Michael Turner,RB,ATL,NO,11.60
Kendall Hunter,RB,SF,NYG,11.40
Adrian Peterson,RB,MIN,GB,11.10
Kregg Lumpkin,RB,TB,HOU,11.10
Jason Snelling,RB,ATL,NO,10.50
Donald Brown,RB,IND,JAX,10.50
James Starks,RB,GB,MIN,10.40
Lance Ball,RB,DEN,KC,9.60
Derrick Ward,RB,HOU,TB,9.60
Shonn Greene,RB,NYJ,NE,9.50
Brandon Jacobs,RB,NYG,SF,9.20
LeRon McClain,RB,KC,DEN,8.90
John Kuhn,FB,GB,MIN,8.90
Ryan Mathews,RB,LAC,OAK,8.70
Jonathan Stewart,RB,CAR,TEN,8.50
Roy Helu,RB,WAS,MIA,8.40
LaDainian Tomlinson,RB,NYJ,NE,8.00
Jacob Hester,RB,LAC,OAK,7.80
Pierre Thomas,RB,NO,ATL,7.80
Cedric Benson,RB,CIN,PIT,7.20
Chris Wells,RB,ARI,PHI,6.20
Deji Karim,RB,JAX,IND,6.20
Ricky Williams,RB,BAL,SEA,6.20
Jackie Battle,FB,KC,DEN,6.10
Maurice Morris,RB,DET,CHI,6.00
LaRod Stephens-Howling,RB,ARI,PHI,5.80
Danny Woodhead,RB,NE,NYJ,5.40
Knowshon Moreno,RB,DEN,KC,5.20
Kevin Smith,RB,DET,CHI,4.90
Jacquizz Rodgers,RB,ATL,NO,4.80
LeGarrette Blount,RB,TB,HOU,4.40
