Player,Position,Team,Opponent,Points
Cam Newton,QB,CAR,ARI,34.68
Drew Brees,QB,NO,GB,32.06
Aaron Rodgers,QB,GB,NO,27.58
Matthew Stafford,QB,DET,TB,26.20
Ryan Fitzpatrick,QB,BUF,KC,24.62
Michael Vick,QB,PHI,LAR,24.28
Tony Romo,QB,DAL,NYJ,23.58
Mark Sanchez,QB,NYJ,DAL,22.70
Jay Cutler,QB,CHI,ATL,22.48
Kevin Kolb,QB,ARI,CAR,22.26
Rex Grossman,QB,WAS,NYG,22.20
Philip Rivers,QB,LAC,MIN,22.10
Joe Flacco,QB,BAL,PIT,20.96
Kyle Orton,QB,DEN,OAK,18.46
Matt Hasselbeck,QB,TEN,JAX,18.42
Colt McCoy,QB,CLE,CIN,17.12
Eli Manning,QB,NYG,WAS,15.92
Josh Freeman,QB,TB,DET,15.56
Jason Campbell,QB,OAK,DEN,14.40
Tarvaris Jackson,QB,SEA,SF,14.18
Matt Ryan,QB,ATL,CHI,13.76
Alex Smith,QB,SF,SEA,13.16
Ben Roethlisberger,QB,PIT,BAL,11.10
Matt Schaub,QB,HOU,IND,10.80
Kerry Collins,QB,IND,HOU,9.88
Matt Cassel,QB,KC,BUF,8.36
Donovan McNabb,QB,MIN,LAC,7.76
Bruce Gradkowski,QB,CIN,CLE,7.68
Andy Dalton,QB,CIN,CLE,7.24
Luke McCown,QB,JAX,TEN,7.00
Sam Bradford,QB,LAR,PHI,5.02
AJ Feeley,QB,LAR,PHI,0.84
Josh Johnson,QB,TB,DET,0.48
Mark Brunell,QB,NYJ,DAL,0.00
Chase Daniel,QB,NO,GB,0.00
Joe Webb,QB,MIN,LAC,-0.20
Kenny Britt,WR,TEN,JAX,33.60
Calvin Johnson,WR,DET,TB,26.80
Reggie Wayne,WR,IND,HOU,26.60
DeSean Jackson,WR,PHI,LAR,25.20
Devery Henderson,WR,NO,GB,25.00
Brandon Marshall,WR,MIA,NE,23.90
Early Doucet,WR,ARI,CAR,22.50
Andre Johnson,WR,HOU,IND,22.50
Hakeem Nicks,WR,NYG,WAS,22.20
Greg Jennings,WR,GB,NO,21.90
Mike Wallace,WR,PIT,BAL,21.70
Miles Austin,WR,DAL,NYJ,20.00
Jordy Nelson,WR,GB,NO,19.70
Doug Baldwin,WR,SEA,SF,18.30
Robert Meachem,WR,NO,GB,18.00
Randall Cobb,WR,GB,NO,17.50
Anquan Boldin,WR,BAL,PIT,17.40
Plaxico Burress,WR,NYJ,DAL,17.20
Steve Johnson,WR,BUF,KC,16.60
Deion Branch,WR,NE,MIA,16.30
Dez Bryant,WR,DAL,NYJ,16.10
Mike Williams,WR,TB,DET,15.00
Brandon Lloyd,WR,DEN,OAK,14.90
Brian Hartline,WR,MIA,NE,14.70
Jabar Gaffney,WR,WAS,NYG,14.40
Eric Decker,WR,DEN,OAK,14.30
Davone Bess,WR,MIA,NE,14.20
Roddy White,WR,ATL,CHI,14.10
Santana Moss,WR,WAS,NYG,13.60
Mike Thomas,WR,JAX,TEN,13.50
Jacoby Jones,WR,HOU,IND,13.30
Marques Colston,WR,NO,GB,13.10
Nate Burleson,WR,DET,TB,13.00
Santonio Holmes,WR,NYJ,DAL,13.00
Nate Washington,WR,TEN,JAX,12.70
Julio Jones,WR,ATL,CHI,12.10
Ted Ginn,WR,SF,SEA,12.00
Hines Ward,WR,PIT,BAL,11.70
Michael Jenkins,WR,MIN,LAC,11.60
AJ Green,WR,CIN,CLE,11.10
Brandon LaFell,WR,CAR,ARI,11.00
Mohamed Massaquoi,WR,CLE,CIN,10.70
David Nelson,WR,BUF,KC,10.60
Anthony Armstrong,WR,WAS,NYG,10.40
Percy Harvin,WR,MIN,LAC,10.20
Emmanuel Sanders,WR,PIT,BAL,10.00
Roy Williams,WR,CHI,ATL,9.50
Danny Amendola,WR,LAR,PHI,9.50
Rob Gronkowski,TE,NE,MIA,20.60
Jason Witten,TE,DAL,NYJ,20.00
Fred Davis,TE,WAS,NYG,18.50
Jermaine Gresham,TE,CIN,CLE,17.80
Dustin Keller,TE,NYJ,DAL,17.10
Ed Dickson,TE,BAL,PIT,16.90
Jimmy Graham,TE,NO,GB,15.60
Antonio Gates,TE,LAC,MIN,15.40
Jeff King,TE,ARI,CAR,14.10
Benjamin Watson,TE,CLE,CIN,13.50
Anthony Fasano,TE,MIA,NE,13.20
Kellen Winslow,TE,TB,DET,12.60
Evan Moore,TE,CLE,CIN,12.50
Tony Gonzalez,TE,ATL,CHI,12.20
Greg Olsen,TE,CAR,ARI,11.80
Brandon Pettigrew,TE,DET,TB,9.70
Vernon Davis,TE,SF,SEA,9.70
Matt Spaeth,TE,CHI,ATL,8.70
Tony Scheffler,TE,DET,TB,8.60
Jermichael Finley,TE,GB,NO,8.30
Jeremy Shockey,TE,CAR,ARI,8.10
Jake Ballard,TE,NYG,WAS,7.90
Dallas Clark,TE,IND,HOU,7.90
Heath Miller,TE,PIT,BAL,7.20
Dennis Pitta,TE,BAL,PIT,6.50
Daniel Fells,TE,DEN,OAK,6.20
Todd Heap,TE,ARI,CAR,6.00
James Casey,TE,HOU,IND,5.90
Leonard Pope,TE,KC,BUF,5.40
Randy McMichael,TE,LAC,MIN,5.00
