,Player,Position,Team,Opponent,Points,PlayerID
0,Cam Newton,QB,CAR,ARI,34.68,00-0027939
1,Drew Brees,QB,NO,GB,32.06,00-0020531
2,Aaron Rodgers,QB,GB,NO,27.58,00-0023459
3,Matthew Stafford,QB,DET,TB,26.2,00-0026498
4,Ryan Fitzpatrick,QB,BUF,KC,24.62,00-0023682
5,Michael Vick,QB,PHI,LAR,24.28,
6,Tony Romo,QB,DAL,NYJ,23.58,00-0021678
7,Mark Sanchez,QB,NYJ,DAL,22.7,00-0026898
8,Jay Cutler,QB,CHI,ATL,22.48,00-0024226
9,Kevin Kolb,QB,ARI,CAR,22.26,00-0025423
10,Rex Grossman,QB,WAS,NYG,22.2,00-0022121
11,Philip Rivers,QB,LAC,MIN,22.1,00-0022942
12,Joe Flacco,QB,BAL,PIT,20.96,00-0026158
13,Kyle Orton,QB,DEN,OAK,18.46,00-0023541
14,Matt Hasselbeck,QB,TEN,JAX,18.42,00-0007091
15,Colt McCoy,QB,CLE,CIN,17.12,00-0027688
16,Eli Manning,QB,NYG,WAS,15.92,00-0022803
17,Josh Freeman,QB,TB,DET,15.56,00-0026993
18,Jason Campbell,QB,OAK,DEN,14.4,00-0023460
19,Tarvaris Jackson,QB,SEA,SF,14.18,00-0024279
20,Matt Ryan,QB,ATL,CHI,13.76,00-0026143
21,Alex Smith,QB,SF,SEA,13.16,00-0023436
22,Ben Roethlisberger,QB,PIT,BAL,11.1,00-0022924
23,Matt Schaub,QB,HOU,IND,10.8,00-0022787
24,Kerry Collins,QB,IND,HOU,9.88,00-0003292
25,Matt Cassel,QB,KC,BUF,8.36,00-0023662
26,Donovan McNabb,QB,MIN,LAC,7.76,00-0011022
27,Bruce Gradkowski,QB,CIN,CLE,7.68,00-0024408
28,Andy Dalton,QB,CIN,CLE,7.24,00-0027973
29,Luke McCown,QB,JAX,TEN,7.0,00-0022864
30,Sam Bradford,QB,LA,PHI,5.02,00-0027854
31,AJ Feeley,QB,LA,PHI,0.84,
32,Josh Johnson,QB,TB,DET,0.48,
33,Mark Brunell,QB,NYJ,DAL,0.0,00-0002110
34,Chase Daniel,QB,NO,GB,0.0,00-0026544
35,Joe Webb,QB,MIN,LAC,-0.2,00-0027796
36,Kenny Britt,WR,TEN,JAX,33.6,00-0027006
37,Calvin Johnson,WR,DET,TB,26.8,00-0025389
38,Reggie Wayne,WR,IND,HOU,26.6,00-0020498
39,DeSean Jackson,WR,PHI,LAR,25.2,00-0026189
40,Devery Henderson,WR,NO,GB,25.0,00-0022929
41,Brandon Marshall,WR,MIA,NE,23.9,00-0024334
