Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,David Akers,K,1,SF,SEA,4,4,100,31,3,3,0.00,2011
2,Sebastian Janikowski,K,1,OAK,DEN,3,3,100,63,2,2,0.00,2011
3,Robbie Gould,K,1,CHI,ATL,3,3,100,41,3,3,0.00,2011
4,Rian Lindell,K,1,BUF,KC,2,2,100,38,5,5,0.00,2011
5,John Kasay,K,1,NO,GB,2,2,100,38,4,4,0.00,2011
6,Neil Rackers,K,1,HOU,IND,2,2,100,29,4,4,0.00,2011
7,Josh Scobee,K,1,JAX,TEN,3,3,100,48,1,1,0.00,2011
8,Billy Cundiff,K,1,BAL,PIT,2,2,100,30,3,3,0.00,2011
9,Mike Nugent,K,1,CIN,CLE,2,2,100,47,3,3,0.00,2011
10,Jason Hanson,K,1,DET,TB,2,2,100,28,3,3,0.00,2011
11,Nick Folk,K,1,NYJ,DAL,2,2,100,50,3,3,0.00,2011
12,Thomas Howard,K,1,CIN,CLE,0,0,0,0,0,0,0.00,2011
13,Connor Barth,K,1,TB,DET,2,2,100,38,2,2,0.00,2011
14,Stephen Gostkowski,K,1,NE,MIA,1,2,50,20,5,5,0.00,2011
15,Matt Prater,K,1,DEN,OAK,2,3,67,30,2,2,0.00,2011
16,Josh Brown,K,1,LAR,PHI,2,3,67,49,1,1,0.00,2011
17,Alex Henery,K,1,PHI,LAR,1,1,100,34,4,4,0.00,2011
18,Mason Crosby,K,1,GB,NO,0,0,0,0,6,6,0.00,2011
19,Matt Bryant,K,1,ATL,CHI,2,2,100,48,0,0,0.00,2011
20,Dan Bailey,K,1,DAL,NYJ,1,1,100,34,3,3,0.00,2011
21,Dan Carpenter,K,1,MIA,NE,1,1,100,20,3,3,0.00,2011
22,Phil Dawson,K,1,CLE,CIN,1,1,100,20,2,2,0.00,2011
23,Ryan Longwell,K,1,MIN,LAC,1,1,100,33,2,2,0.00,2011
24,Steven Hauschka,K,1,SEA,SF,1,1,100,39,2,2,0.00,2011
25,Jay Feely,K,1,ARI,CAR,0,1,0,0,4,4,0.00,2011
26,Graham Gano,K,1,WAS,NYG,0,1,0,0,4,4,0.00,2011
27,Olindo Mare,K,1,CAR,ARI,0,0,0,0,3,3,0.00,2011
28,Rob Bironas,K,1,TEN,JAX,0,1,0,0,2,2,0.00,2011
29,Lawrence Tynes,K,1,NYG,WAS,0,1,0,0,2,2,0.00,2011
30,Shaun Suisham,K,1,PIT,BAL,0,0,0,0,1,1,0.00,2011
31,Adam Vinatieri,K,1,IND,HOU,0,1,0,0,1,1,0.00,2011
32,Ryan Succop,K,1,KC,BUF,0,1,0,0,1,1,0.00,2011
33,DJ Smith,K,1,GB,NO,0,0,0,0,0,0,0.00,2011
34,Nate Kaeding,K,1,LAC,MIN,0,0,0,0,0,0,0.00,2011
35,David Buehler,K,1,DAL,NYJ,0,0,0,0,0,0,0.00,2011
