Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Steve Smith,WR,1,CAR,ARI,11,8,73,178,2,77,16,22,0,0,0,0,0,40.80,2011
2,Wes Welker,WR,1,NE,MIA,12,8,67,160,2,99,13,20,0,0,0,0,0,39.00,2011
3,Kenny Britt,WR,1,TEN,JAX,10,5,50,136,2,80,14,27,0,0,0,0,0,33.60,2011
4,Calvin Johnson,WR,1,DET,TB,10,6,60,88,2,36,9,15,0,0,0,0,0,26.80,2011
5,Reggie Wayne,WR,1,IND,HOU,11,7,64,106,1,36,10,15,0,0,0,0,0,26.60,2011
6,DeSean Jackson,WR,1,PHI,LAR,12,6,50,102,1,41,9,17,0,0,0,0,0,25.20,2011
7,Devery Henderson,WR,1,NO,GB,9,6,67,100,1,29,11,17,0,0,0,0,0,25.00,2011
8,Brandon Marshall,WR,1,MIA,NE,13,7,54,139,0,31,11,20,0,0,0,0,0,23.90,2011
9,Early Doucet,WR,1,ARI,CAR,3,3,100,105,1,70,35,35,0,0,0,0,0,22.50,2011
10,Andre Johnson,WR,1,HOU,IND,11,7,64,95,1,21,9,14,0,0,0,0,0,22.50,2011
11,Hakeem Nicks,WR,1,NYG,WAS,11,7,64,122,0,68,11,17,0,0,0,0,0,22.20,2011
12,Greg Jennings,WR,1,GB,NO,8,7,88,89,1,22,11,13,0,0,0,0,0,21.90,2011
13,Mike Wallace,WR,1,PIT,BAL,11,8,73,107,0,26,10,13,0,0,0,0,0,21.70,2011
14,Miles Austin,WR,1,DAL,NYJ,9,5,56,90,1,36,10,18,0,0,0,0,0,20.00,2011
15,Jordy Nelson,WR,1,GB,NO,8,6,75,77,1,36,10,13,0,0,0,0,0,19.70,2011
16,Doug Baldwin,WR,1,SEA,SF,6,4,67,83,1,55,14,21,0,0,0,0,0,18.30,2011
17,Robert Meachem,WR,1,NO,GB,8,5,63,70,1,31,9,14,0,0,0,0,0,18.00,2011
18,Randall Cobb,WR,1,GB,NO,2,2,100,35,1,32,18,18,0,0,0,0,0,17.50,2011
19,Anquan Boldin,WR,1,BAL,PIT,7,4,57,74,1,27,11,19,0,0,0,0,0,17.40,2011
20,Plaxico Burress,WR,1,NYJ,DAL,9,4,44,72,1,26,8,18,0,0,0,0,0,17.20,2011
21,Steve Johnson,WR,1,BUF,KC,6,4,67,66,1,27,11,17,0,0,0,0,0,16.60,2011
22,Deion Branch,WR,1,NE,MIA,9,7,78,93,0,24,10,13,0,0,0,0,0,16.30,2011
23,Dez Bryant,WR,1,DAL,NYJ,8,3,38,71,1,42,9,24,0,0,0,0,0,16.10,2011
24,Mike Williams,WR,1,TB,DET,10,4,40,50,1,18,5,13,0,0,0,0,0,15.00,2011
25,Brandon Lloyd,WR,1,DEN,OAK,11,6,55,89,0,20,8,15,0,0,0,1,0,14.90,2011
26,Brian Hartline,WR,1,MIA,NE,7,4,57,47,1,16,7,12,0,0,0,0,0,14.70,2011
27,Jabar Gaffney,WR,1,WAS,NYG,7,3,43,54,1,39,8,18,0,0,0,0,0,14.40,2011
28,Eric Decker,WR,1,DEN,OAK,5,3,60,53,0,23,11,18,0,0,0,0,0,14.30,2011
29,Davone Bess,WR,1,MIA,NE,7,5,71,92,0,26,13,18,0,0,0,0,0,14.20,2011
30,Roddy White,WR,1,ATL,CHI,13,8,62,61,0,14,5,8,0,0,0,0,0,14.10,2011
31,Santana Moss,WR,1,WAS,NYG,8,6,75,76,0,22,10,13,0,0,0,0,0,13.60,2011
32,Mike Thomas,WR,1,JAX,TEN,11,8,73,55,0,26,5,7,0,0,0,0,0,13.50,2011
33,Jacoby Jones,WR,1,HOU,IND,3,3,100,43,0,25,14,14,0,0,0,0,0,13.30,2011
34,Marques Colston,WR,1,NO,GB,9,6,67,81,0,23,9,14,0,0,0,1,1,13.10,2011
35,Nate Burleson,WR,1,DET,TB,5,5,100,60,0,29,12,12,1,20,0,0,0,13.00,2011
36,Santonio Holmes,WR,1,NYJ,DAL,10,6,60,70,0,28,7,12,0,0,0,0,0,13.00,2011
37,Nate Washington,WR,1,TEN,JAX,7,6,86,67,0,30,10,11,0,0,0,0,0,12.70,2011
38,Julio Jones,WR,1,ATL,CHI,6,5,83,71,0,32,12,14,0,0,0,0,0,12.10,2011
39,Ted Ginn,WR,1,SF,SEA,0,0,0,0,0,0,0,0,1,0,0,0,0,12.00,2011
40,Hines Ward,WR,1,PIT,BAL,9,5,56,67,0,31,7,13,0,0,0,0,0,11.70,2011
41,Michael Jenkins,WR,1,MIN,LAC,3,3,100,26,1,12,9,9,0,0,0,0,0,11.60,2011
42,AJ Green,WR,1,CIN,CLE,4,1,25,41,1,41,10,41,0,0,0,0,0,11.10,2011
43,Brandon LaFell,WR,1,CAR,ARI,5,4,80,70,0,27,14,18,0,0,0,0,0,11.00,2011
44,Mohamed Massaquoi,WR,1,CLE,CIN,7,3,43,77,0,56,11,26,0,0,0,0,0,10.70,2011
45,David Nelson,WR,1,BUF,KC,6,4,67,66,0,35,11,17,0,0,0,0,0,10.60,2011
46,Anthony Armstrong,WR,1,WAS,NYG,6,2,33,24,1,18,4,12,0,0,0,0,0,10.40,2011
47,Percy Harvin,WR,1,MIN,LAC,4,2,50,7,0,5,2,4,4,15,0,0,0,10.20,2011
48,Emmanuel Sanders,WR,1,PIT,BAL,3,2,67,20,1,11,7,10,0,0,0,0,0,10.00,2011
49,Roy Williams,WR,1,CHI,ATL,4,4,100,55,0,23,14,14,0,0,0,0,0,9.50,2011
50,Danny Amendola,WR,1,LAR,PHI,6,5,83,45,0,18,8,9,0,0,0,1,0,9.50,2011
