Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Tom Brady,QB,1,NE,MIA,32,48,67,517,11,4,1,122,1,3,3,0,38.98,2011
2,Chad Henne,QB,1,MIA,NE,30,49,61,416,9,2,1,94,7,59,8,1,38.54,2011
3,Cam Newton,QB,1,CAR,ARI,24,37,65,422,11,2,1,110,8,18,2,1,34.68,2011
4,Drew Brees,QB,1,NO,GB,32,49,65,419,9,3,0,113,1,3,3,0,32.06,2011
5,Aaron Rodgers,QB,1,GB,NO,27,35,77,312,9,3,0,132,4,1,0,0,27.58,2011
6,Matthew Stafford,QB,1,DET,TB,24,33,73,305,9,3,1,119,1,0,0,0,26.20,2011
7,Ryan Fitzpatrick,QB,1,BUF,KC,17,25,68,208,8,4,0,133,3,3,1,0,24.62,2011
8,Michael Vick,QB,1,PHI,LAR,14,32,44,187,6,2,0,84,10,98,10,0,24.28,2011
9,Tony Romo,QB,1,DAL,NYJ,23,36,64,342,10,2,1,102,3,9,3,0,23.58,2011
10,Mark Sanchez,QB,1,NYJ,DAL,26,44,59,335,8,2,1,89,1,3,3,0,22.70,2011
11,Jay Cutler,QB,1,CHI,ATL,22,32,69,312,10,2,1,108,0,0,0,0,22.48,2011
12,Kevin Kolb,QB,1,ARI,CAR,18,27,67,309,11,2,0,130,4,-1,0,0,22.26,2011
13,Rex Grossman,QB,1,WAS,NYG,21,34,62,305,9,2,0,111,0,0,0,0,22.20,2011
14,Philip Rivers,QB,1,LAC,MIN,33,48,69,335,7,2,2,85,3,-3,-1,0,22.10,2011
15,Joe Flacco,QB,1,BAL,PIT,17,29,59,224,8,3,0,118,0,0,0,0,20.96,2011
16,Kyle Orton,QB,1,DEN,OAK,24,46,52,304,7,1,1,71,1,13,13,0,18.46,2011
17,Matt Hasselbeck,QB,1,TEN,JAX,21,34,62,263,8,2,1,93,1,9,9,0,18.42,2011
18,Colt McCoy,QB,1,CLE,CIN,19,40,48,213,5,2,1,70,3,11,4,0,17.12,2011
19,Eli Manning,QB,1,NYG,WAS,18,32,56,268,8,0,1,71,1,2,2,1,15.92,2011
20,Josh Freeman,QB,1,TB,DET,28,43,65,259,6,1,1,80,4,26,7,0,15.56,2011
21,Jason Campbell,QB,1,OAK,DEN,13,22,59,105,5,1,0,86,6,2,0,1,14.40,2011
22,Tarvaris Jackson,QB,1,SEA,SF,21,37,57,197,5,2,1,78,4,13,3,0,14.18,2011
23,Matt Ryan,QB,1,ATL,CHI,31,47,66,319,7,0,1,76,0,0,0,0,13.76,2011
24,Alex Smith,QB,1,SF,SEA,15,20,75,124,6,0,0,90,7,22,3,1,13.16,2011
25,Ben Roethlisberger,QB,1,PIT,BAL,22,41,54,280,7,1,3,53,1,9,9,0,11.10,2011
26,Matt Schaub,QB,1,HOU,IND,17,24,71,220,9,1,2,78,4,0,0,0,10.80,2011
27,Kerry Collins,QB,1,IND,HOU,16,31,52,197,6,1,0,82,1,0,0,0,9.88,2011
28,Matt Cassel,QB,1,KC,BUF,22,36,61,119,3,1,1,64,0,0,0,0,8.36,2011
29,Donovan McNabb,QB,1,MIN,LAC,7,15,47,39,3,1,1,48,3,32,11,0,7.76,2011
30,Bruce Gradkowski,QB,1,CIN,CLE,5,12,42,92,8,1,0,97,2,0,0,0,7.68,2011
31,Andy Dalton,QB,1,CIN,CLE,10,15,67,81,5,1,0,102,0,0,0,0,7.24,2011
32,Luke McCown,QB,1,JAX,TEN,17,24,71,175,7,0,0,91,5,10,2,0,7.00,2011
33,Sam Bradford,QB,1,LAR,PHI,17,30,57,188,6,0,0,75,1,-15,-15,0,5.02,2011
34,AJ Feeley,QB,1,LAR,PHI,1,5,20,21,4,0,0,45,0,0,0,0,0.84,2011
35,Josh Johnson,QB,1,TB,DET,1,3,33,7,2,0,0,42,1,2,2,0,0.48,2011
36,Chase Daniel,QB,1,NO,GB,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
37,Mark Brunell,QB,1,NYJ,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
38,Joe Webb,QB,1,MIN,LAC,0,0,0,0,0,0,0,0,1,-2,-2,0,-0.20,2011
