Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Chicago Bears,DST,1,CHI,ATL,6,5,11,1,2,0,1,0,12,24.00,2011
2,San Francisco 49ers,DST,1,SF,SEA,9,5,8,1,2,0,0,2,17,24.00,2011
3,Baltimore Ravens,DST,1,BAL,PIT,4,4,5,3,4,0,0,0,7,22.00,2011
4,New York Jets,DST,1,NYJ,DAL,5,4,5,1,2,0,0,1,24,18.00,2011
5,Houston Texans,DST,1,HOU,IND,3,3,7,0,2,0,0,1,7,17.00,2011
6,Philadelphia Eagles,DST,1,PHI,LAR,7,5,10,0,1,0,1,0,13,17.00,2011
7,Washington Redskins,DST,1,WAS,NYG,4,4,7,1,0,0,1,0,14,15.00,2011
8,Atlanta Falcons,DST,1,ATL,CHI,11,5,6,1,0,0,1,0,30,13.00,2011
9,Arizona Cardinals,DST,1,ARI,CAR,9,4,7,1,0,0,0,1,21,12.00,2011
10,Buffalo Bills,DST,1,BUF,KC,9,2,2,1,2,0,0,0,7,12.00,2011
11,Minnesota Vikings,DST,1,MIN,LAC,6,2,4,2,0,0,0,1,24,12.00,2011
12,Oakland Raiders,DST,1,OAK,DEN,7,5,6,1,2,0,0,0,20,12.00,2011
13,Green Bay Packers,DST,1,GB,NO,3,3,6,0,1,0,0,1,34,10.00,2011
14,Denver Broncos,DST,1,DEN,OAK,5,1,1,0,1,0,0,1,23,9.00,2011
15,Dallas Cowboys,DST,1,DAL,NYJ,3,4,6,1,1,0,0,0,27,8.00,2011
16,Tampa Bay Buccaneers,DST,1,TB,DET,6,0,0,1,0,0,1,0,27,8.00,2011
17,Detroit Lions,DST,1,DET,TB,3,2,3,1,1,0,0,0,20,7.00,2011
18,Indianapolis Colts,DST,1,IND,HOU,5,1,1,2,1,0,0,0,34,6.00,2011
19,New England Patriots,DST,1,NE,MIA,6,4,10,1,0,0,0,0,24,6.00,2011
20,New York Giants,DST,1,NYG,WAS,6,4,7,0,1,0,0,0,28,6.00,2011
21,Cincinnati Bengals,DST,1,CIN,CLE,6,2,6,1,0,0,0,0,17,5.00,2011
22,Jacksonville Jaguars,DST,1,JAX,TEN,3,2,5,1,0,0,0,0,14,5.00,2011
23,Los Angeles Chargers,DST,1,LAC,MIN,5,2,2,1,0,0,0,0,17,5.00,2011
24,Los Angeles Rams,DST,1,LAR,PHI,7,3,11,0,1,0,0,0,31,5.00,2011
25,Tennessee Titans,DST,1,TEN,JAX,5,2,4,0,1,0,0,0,16,5.00,2011
26,Cleveland Browns,DST,1,CLE,CIN,6,4,7,0,0,0,0,0,27,4.00,2011
27,New Orleans Saints,DST,1,NO,GB,3,2,5,0,0,0,0,1,42,4.00,2011
28,Carolina Panthers,DST,1,CAR,ARI,4,2,2,0,1,0,0,0,28,3.00,2011
29,Kansas City Chiefs,DST,1,KC,BUF,6,1,5,1,0,0,0,0,41,-1.00,2011
30,Miami Dolphins,DST,1,MIA,NE,1,1,2,1,0,0,0,0,38,-1.00,2011
31,Seattle Seahawks,DST,1,SEA,SF,8,0,1,0,0,0,0,0,33,-1.00,2011
32,Pittsburgh Steelers,DST,1,PIT,BAL,3,1,3,0,0,0,0,0,35,-3.00,2011
