,Player,Position,Team,Opponent,Points,PlayerID
0,Drew Brees,QB,NO,DAL,25.36,00-0020531
1,Sam Bradford,QB,PHI,WAS,24.2,00-0027854
2,Kirk Cousins,QB,WAS,PHI,21.7,00-0029604
3,Andy Dalton,QB,CIN,KC,21.44,00-0027973
4,Alex Smith,QB,KC,CIN,20.94,00-0023436
5,Carson Palmer,QB,ARI,LAR,19.98,00-0021429
6,Eli Manning,QB,NYG,BUF,19.28,00-0022803
7,Blake Bortles,QB,JAX,IND,19.02,00-0031407
8,Nick Foles,QB,LA,ARI,18.74,00-0029567
9,Jay Cutler,QB,CHI,OAK,18.24,00-0024226
10,Russell Wilson,QB,SEA,DET,17.48,00-0029263
11,Brian Hoyer,QB,HOU,ATL,17.28,00-0026625
12,Cam Newton,QB,CAR,TB,17.06,00-0027939
13,Jameis Winston,QB,TB,CAR,16.68,00-0031503
14,Aaron Rodgers,QB,GB,SF,16.26,00-0023459
15,Teddy Bridgewater,QB,MIN,DEN,16.06,00-0031237
16,Tyrod Taylor,QB,BUF,NYG,15.46,00-0028118
17,Matt Hasselbeck,QB,IND,JAX,15.38,00-0007091
18,Ryan Fitzpatrick,QB,NYJ,MIA,15.12,00-0023682
19,Brandon Weeden,QB,DAL,NO,14.34,00-0029677
20,Ryan Tannehill,QB,MIA,NYJ,14.32,00-0029701
21,Matt Ryan,QB,ATL,HOU,14.14,00-0026143
22,Derek Carr,QB,OAK,CHI,13.84,00-0031280
23,Michael Vick,QB,PIT,BAL,12.26,
24,Colin Kaepernick,QB,SF,GB,11.1,00-0027974
25,Peyton Manning,QB,DEN,MIN,10.32,00-0010346
26,Joe Flacco,QB,BAL,PIT,9.56,00-0026158
27,Matthew Stafford,QB,DET,SEA,8.12,00-0026498
28,Ryan Mallett,QB,HOU,ATL,5.0,00-0028012
29,BJ Daniels,QB,SEA,DET,2.2,
30,Luke McCown,QB,NO,DAL,0.0,00-0022864
31,Joe Webb,QB,CAR,TB,0.0,00-0027796
32,Sean Renfree,QB,ATL,HOU,-0.4,00-0030569
33,Tavon Austin,WR,LA,ARI,29.6,00-0030525
34,Jeremy Maclin,WR,KC,CIN,28.8,00-0026995
35,DeAndre Hopkins,WR,HOU,ATL,27.7,00-0030564
36,Leonard Hankerson,WR,ATL,HOU,25.3,00-0028017
37,Brandon Marshall,WR,NYJ,MIA,22.8,00-0024334
38,Mike Wallace,WR,MIN,DEN,22.3,00-0026901
39,Cecil Shorts,WR,HOU,ATL,19.7,00-0028052
40,Kenny Stills,WR,MIA,NYJ,19.1,00-0030085
41,Kamar Aiken,WR,BAL,PIT,18.7,00-0028497
42,Pierre Garcon,WR,WAS,PHI,18.5,00-0026345
43,Eddie Royal,WR,CHI,OAK,18.4,00-0026182
44,Demaryius Thomas,WR,DEN,MIN,18.3,00-0027874
45,Keenan Allen,WR,LAC,CLE,17.2,00-0030279
46,Dwayne Harris,WR,NYG,BUF,16.1,00-0028114
47,Larry Fitzgerald,WR,ARI,LAR,15.9,00-0022921
48,Ted Ginn,WR,CAR,TB,15.8,00-0025396
49,John Brown,WR,ARI,LAR,15.8,00-0031051
50,Riley Cooper,WR,PHI,WAS,15.2,00-0027758
51,AJ Green,WR,CIN,KC,15.2,00-0027942
52,Amari Cooper,WR,OAK,CHI,14.9,00-0031544
53,Willie Snead,WR,NO,DAL,14.9,00-0030663
54,James Jones,WR,GB,SF,14.8,00-0025465
55,Stefon Diggs,WR,MIN,DEN,14.7,00-0031588
56,Eric Decker,WR,NYJ,MIA,14.6,00-0027690
57,Marquess Wilson,WR,CHI,OAK,14.0,00-0030047
58,Terrance Williams,WR,DAL,NO,13.9,00-0030542
59,Travis Benjamin,WR,CLE,LAC,13.9,00-0029269
60,TY Hilton,WR,IND,JAX,13.7,00-0029608
61,Donte Moncrief,WR,IND,JAX,13.5,00-0031339
62,Jamison Crowder,WR,WAS,PHI,13.5,00-0031941
63,Miles Austin,WR,PHI,WAS,13.1,00-0023921
64,Darrius Heyward-Bey,WR,PIT,BAL,13.1,00-0026983
65,Michael Crabtree,WR,OAK,CHI,13.0,00-0026986
66,Adam Thielen,WR,MIN,DEN,13.0,00-0030035
67,Doug Baldwin,WR,SEA,DET,12.6,00-0028434
68,Brandon Tate,WR,CIN,KC,12.5,00-0027057
69,Mohamed Sanu,WR,CIN,KC,12.4,00-0029632
70,Cole Beasley,WR,DAL,NO,12.2,00-0029000
71,Rueben Randle,WR,NYG,BUF,12.1,00-0029262
72,Allen Robinson,WR,JAX,IND,12.0,00-0031428
73,Dontrelle Inman,WR,LAC,CLE,11.8,00-0028411
74,Calvin Johnson,WR,DET,SEA,11.6,00-0025389
75,Stedman Bailey,WR,LA,ARI,11.0,00-0030532
76,Jarvis Landry,WR,MIA,NYJ,10.9,00-0031382
77,Michael Floyd,WR,ARI,LAR,10.9,00-0029638
