Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Detroit Lions,DST,4,DET,SEA,5,6,10,0,3,0,1,0,13,22.00,2015
2,Atlanta Falcons,DST,4,ATL,HOU,2,1,5,1,3,0,2,0,21,21.00,2015
3,Carolina Panthers,DST,4,CAR,TB,3,2,7,4,1,0,1,0,23,18.00,2015
4,Green Bay Packers,DST,4,GB,SF,6,6,7,1,0,0,0,0,3,15.00,2015
5,Jacksonville Jaguars,DST,4,JAX,IND,4,3,8,0,4,0,0,0,16,12.00,2015
6,Oakland Raiders,DST,4,OAK,CHI,4,3,5,1,2,0,0,0,22,11.00,2015
7,New York Giants,DST,4,NYG,BUF,5,2,4,1,1,0,0,0,10,10.00,2015
8,Washington Redskins,DST,4,WAS,PHI,7,5,8,0,2,0,0,0,20,10.00,2015
9,Los Angeles Rams,DST,4,LAR,ARI,8,4,10,1,2,0,0,0,22,10.00,2015
10,Denver Broncos,DST,4,DEN,MIN,10,7,8,0,1,0,0,0,20,10.00,2015
11,Pittsburgh Steelers,DST,4,PIT,BAL,6,5,7,1,1,0,0,0,23,9.00,2015
12,New York Jets,DST,4,NYJ,MIA,3,3,10,2,0,0,0,0,14,8.00,2015
13,Chicago Bears,DST,4,CHI,OAK,4,2,2,1,1,0,0,0,20,7.00,2015
14,Cincinnati Bengals,DST,4,CIN,KC,8,5,10,0,1,0,0,0,21,7.00,2015
15,Seattle Seahawks,DST,4,SEA,DET,2,0,3,0,0,0,0,0,10,7.00,2015
16,Los Angeles Chargers,DST,4,LAC,CLE,7,4,10,0,1,0,0,0,27,6.00,2015
17,Minnesota Vikings,DST,4,MIN,DEN,4,2,4,2,0,0,0,0,23,6.00,2015
18,Baltimore Ravens,DST,4,BAL,PIT,7,4,6,0,0,0,0,0,20,5.00,2015
19,Indianapolis Colts,DST,4,IND,JAX,4,1,6,0,0,0,0,0,13,5.00,2015
20,Arizona Cardinals,DST,4,ARI,LAR,8,1,7,0,2,0,0,0,24,5.00,2015
21,Miami Dolphins,DST,4,MIA,NYJ,4,0,2,1,1,0,0,0,27,4.00,2015
22,San Francisco 49ers,DST,4,SF,GB,5,3,5,0,0,0,0,0,17,4.00,2015
23,New Orleans Saints,DST,4,NO,DAL,5,3,4,0,0,0,0,0,20,4.00,2015
24,Buffalo Bills,DST,4,BUF,NYG,6,1,1,1,0,0,0,0,24,3.00,2015
25,Tampa Bay Buccaneers,DST,4,TB,CAR,6,2,4,0,1,0,0,0,37,3.00,2015
26,Philadelphia Eagles,DST,4,PHI,WAS,1,1,2,0,1,0,0,0,23,3.00,2015
27,Dallas Cowboys,DST,4,DAL,NO,5,3,4,0,0,0,0,0,26,3.00,2015
28,Cleveland Browns,DST,4,CLE,LAC,5,2,4,0,0,0,0,0,30,1.00,2015
29,Houston Texans,DST,4,HOU,ATL,4,2,2,0,0,0,0,0,48,-2.00,2015
30,Kansas City Chiefs,DST,4,KC,CIN,1,0,0,0,0,0,0,0,36,-4.00,2015
