Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Vincent Jackson,WR,4,TB,CAR,15,10,67,147,1,23,10,15,0,0,0,0,0,33.70,2015
2,Allen Hurns,WR,4,JAX,IND,15,11,73,116,1,26,8,11,0,0,0,1,0,31.60,2015
3,Tavon Austin,WR,4,LAR,ARI,7,6,86,96,2,47,14,16,2,20,0,0,0,29.60,2015
4,Jeremy Maclin,WR,4,KC,CIN,13,11,85,148,0,44,11,14,0,0,0,0,0,28.80,2015
5,DeAndre Hopkins,WR,4,HOU,ATL,22,9,41,157,0,28,7,17,0,0,0,0,0,27.70,2015
6,Leonard Hankerson,WR,4,ATL,HOU,8,6,75,103,1,55,13,17,0,0,0,0,0,25.30,2015
7,Brandon Marshall,WR,4,NYJ,MIA,11,7,64,128,0,58,12,18,0,0,0,0,0,22.80,2015
8,Mike Wallace,WR,4,MIN,DEN,10,8,80,83,1,18,8,10,0,0,0,0,0,22.30,2015
9,Cecil Shorts,WR,4,HOU,ATL,10,6,60,87,1,42,9,15,0,0,0,1,1,19.70,2015
10,Kenny Stills,WR,4,MIA,NYJ,8,5,63,81,1,42,10,16,0,0,0,0,0,19.10,2015
11,Kamar Aiken,WR,4,BAL,PIT,7,5,71,77,1,20,11,15,0,0,0,0,0,18.70,2015
12,Pierre Garcon,WR,4,WAS,PHI,8,7,88,55,1,14,7,8,0,0,0,0,0,18.50,2015
13,Eddie Royal,WR,4,CHI,OAK,10,7,70,54,1,21,5,8,0,0,0,0,0,18.40,2015
14,Demaryius Thomas,WR,4,DEN,MIN,12,9,75,93,0,30,8,10,0,0,0,0,0,18.30,2015
15,Keenan Allen,WR,4,LAC,CLE,7,4,57,72,1,31,10,18,0,0,0,0,0,17.20,2015
16,Dwayne Harris,WR,4,NYG,BUF,6,5,83,51,1,21,9,10,0,0,0,0,0,16.10,2015
17,Larry Fitzgerald,WR,4,ARI,LAR,9,7,78,99,0,22,11,14,0,0,0,1,1,15.90,2015
